City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,parry sound,45.3501,-80.033,13.03,82,100,2.71,CA,1714503941
366,ilhabela,-23.7781,-45.3581,26.86,75,6,2.22,BR,1714503941
367,adh dhayd,25.2881,55.8816,29.4,47,0,4.84,AE,1714503941
368,hotan,37.0997,79.9269,14.82,20,100,4.5,CN,1714503941
369,yuzhno-kurilsk,44.0306,145.8556,3.54,74,97,11.19,RU,1714503941
370,asubulaq,49.5583,83.0558,7.54,95,100,2.32,KZ,1714503942
371,javea,38.7833,0.1667,19.91,60,36,1.34,ES,1714503942
372,gurupi,-11.7292,-49.0686,32.75,43,3,3.03,BR,1714503942
373,trancas,-26.2314,-65.2803,30.79,38,0,4.08,AR,1714503942
374,yashan,22.1975,109.9419,22.33,94,7,2.55,CN,1714503942
375,korla,41.7597,86.1469,16.2,17,100,1.52,CN,1714503943
376,tchintabaraden,15.8969,5.7985,35.93,6,67,3.75,NE,1714503943
377,guanica,17.9716,-66.908,29.92,1,21,6.03,PR,1714503943
378,howard springs,-12.497,131.047,25.95,86,99,2.44,AU,1714503943
379,manismata,-2.4667,111.0333,24.69,100,100,1.15,ID,1714503943
380,dalbandin,28.8947,64.4101,20.17,19,0,3.48,PK,1714503944
381,callaway,30.153,-85.5699,28.44,74,40,7.72,US,1714503944
382,yigo village,13.5361,144.8886,26.62,80,75,5.66,GU,1714503944
383,kidal,18.4411,1.4078,34.91,14,90,7.6,ML,1714503944
384,williams lake,52.1415,-122.1445,6.76,42,75,2.57,CA,1714503944
385,yankton,42.8711,-97.3973,16.73,88,100,5.66,US,1714503944
386,santana,-0.0583,-51.1817,30.1,70,20,2.57,BR,1714503945
387,bintulu,3.1667,113.0333,27.23,94,20,2.24,MY,1714503945
388,cheremukhovo,60.3484,59.9851,-1.13,93,60,0.45,RU,1714503945
389,kailua-kona,19.6406,-155.9956,26.98,81,40,3.6,US,1714503945
390,ataq,14.5377,46.8319,24.12,72,26,8.4,YE,1714503945
391,bandjoun,5.3788,10.4182,17.73,92,100,0.68,CM,1714503945
392,franklin,39.9667,-83.0166,24.04,61,75,3.09,US,1714503945
393,mount isa,-20.7333,139.5,20.87,56,7,5.14,AU,1714503652
394,heroica caborca,30.7167,-112.15,32.3,11,0,5.6,MX,1714503946
395,pandan,14.0453,124.1694,25.44,87,100,2.03,PH,1714503946
396,port augusta,-32.5,137.7667,9.5,57,0,3.1,AU,1714503946
397,talnakh,69.4865,88.3972,-15.44,96,100,3.63,RU,1714503946
398,morehead city,34.7229,-76.726,27.23,73,0,7.72,US,1714503770
399,ende,-8.8432,121.6623,24.66,93,90,2.68,ID,1714503946
400,keflavik,64.0049,-22.5624,8.95,57,40,9.26,IS,1714503682
401,clarksdale,34.2001,-90.5709,28.28,100,0,0.0,US,1714503947
402,galle,6.0367,80.217,27.93,82,100,2.31,LK,1714503947
403,alesund,62.4723,6.1549,16.51,75,0,2.06,NO,1714503947
404,guiuan,11.0333,125.7247,28.08,70,88,4.37,PH,1714503947
405,palmer,42.1584,-72.3287,22.01,50,75,4.12,US,1714503947
406,bodaybo,57.8506,114.1933,2.25,99,100,2.39,RU,1714503947
407,dryden,49.7833,-92.7503,4.16,81,100,1.54,CA,1714503948
408,angamacutiro de la union,20.1667,-101.6833,33.6,10,99,2.11,MX,1714503948
409,comodoro rivadavia,-45.8667,-67.5,9.92,66,40,9.26,AR,1714503948
410,kasongo-lunda,-6.4667,16.8167,24.71,70,24,1.06,CD,1714503948
411,palikir - national government center,6.9248,158.1611,27.85,80,100,9.56,FM,1714503948
412,bei'an,24.5399,109.533,18.22,82,100,7.12,CN,1714503949
413,kant,27.8,79.8,28.06,11,0,3.47,IN,1714503949
414,tual,-5.6667,132.75,28.73,76,100,5.81,ID,1714503949
415,walvis bay,-22.9575,14.5053,23.53,53,0,2.57,NA,1714503950
416,beberibe,-4.1797,-38.1306,25.99,91,100,2.54,BR,1714503950
417,happy valley-goose bay,53.3168,-60.3315,1.17,93,100,6.17,CA,1714503951
418,saudarkrokur,65.7461,-19.6394,3.51,80,40,3.74,IS,1714503951
419,dukku,10.8231,10.7717,32.7,22,100,1.68,NG,1714503951
420,loukhi,66.0764,33.0381,0.08,90,100,1.43,RU,1714503951
421,tshabong,-26.05,22.45,24.14,27,0,4.57,BW,1714503951
422,farafangana,-22.8167,47.8333,23.65,88,82,3.7,MG,1714503952
423,le port,-20.9373,55.2919,24.98,80,100,3.58,RE,1714503952
424,alice springs,-23.7,133.8833,9.75,66,100,0.0,AU,1714503952
425,lisala,2.15,21.5167,22.84,93,76,0.37,CD,1714503952
426,silsbee,30.3491,-94.178,29.45,67,0,0.45,US,1714503953
427,thinadhoo,0.5333,72.9333,28.07,75,100,4.78,MV,1714503953
428,semnan,35.5729,53.3971,20.85,18,100,0.19,IR,1714503953
429,vila franca do campo,37.7167,-25.4333,18.27,99,100,1.97,PT,1714503953
430,broome,42.2506,-75.833,26.21,66,75,4.63,US,1714503953
431,carauari,-4.8828,-66.8958,30.07,67,99,1.13,BR,1714503954
432,waingapu,-9.6567,120.2641,25.32,87,68,4.56,ID,1714503954
433,cannonvale,-20.2833,148.7,23.66,85,97,5.88,AU,1714503954
434,martuk,50.7475,56.5056,8.67,57,0,3.05,KZ,1714503954
435,el nido,11.1858,119.3956,28.38,80,100,3.17,PH,1714503954
436,catriel,-37.8791,-67.7956,18.05,25,72,14.97,AR,1714503954
437,djenne,13.9061,-4.5533,36.99,15,0,5.26,ML,1714503955
438,emerald,-23.5333,148.1667,20.01,73,80,2.54,AU,1714503955
439,san diego de la union,21.4667,-100.8667,28.28,15,59,3.07,MX,1714503955
440,safotu,-13.4513,-172.4018,28.28,89,100,10.21,WS,1714503955
441,purcell,35.0137,-97.3611,29.98,58,0,8.99,US,1714503955
442,plastun,44.7561,136.2939,1.47,83,0,3.26,RU,1714503955
443,fuding,27.3273,120.214,17.3,98,100,1.42,CN,1714503956
444,namibe,-15.1961,12.1522,24.7,74,7,2.33,AO,1714503956
445,nchelenge,-9.3451,28.734,20.74,74,1,2.73,ZM,1714503956
446,santa cruz,-17.8,-63.1667,33.03,58,40,10.8,BO,1714503833
447,okhotsk,59.3833,143.3,-2.39,93,100,2.91,RU,1714503956
448,utrik,11.2278,169.8474,27.26,81,100,9.12,MH,1714503957
449,arno,60.1167,18.6333,5.44,74,4,3.28,SE,1714503957
450,wladyslawowo,54.7909,18.4009,18.75,85,95,3.56,PL,1714503957
451,yerofey pavlovich,53.9667,121.9667,3.77,74,100,1.03,RU,1714503957
452,pangobilian,8.8011,117.8594,27.34,87,100,2.19,PH,1714503957
453,isfana,39.8386,69.5306,8.31,61,100,3.2,KG,1714503957
454,usinsk,65.9939,57.5281,-5.52,96,90,3.58,RU,1714503958
455,balabac,7.9868,117.0645,28.08,78,100,4.58,PH,1714503958
456,kikwit,-5.041,18.8162,26.58,60,100,1.33,CD,1714503958
457,north platte,41.1239,-100.7654,21.73,25,40,14.31,US,1714503958
458,nova sintra,14.8667,-24.7167,23.84,80,31,10.87,CV,1714503958
459,tindouf,27.6711,-8.1474,28.25,14,0,1.03,DZ,1714503958
460,mil'kovo,55.6078,37.7956,18.22,65,100,5.61,RU,1714503959
461,san rafael,-34.6177,-68.3301,17.24,35,0,4.19,AR,1714503959
462,west plains,36.7281,-91.8524,27.17,44,0,4.12,US,1714503959
463,vodnyy,63.5046,53.4095,-0.33,94,100,2.23,RU,1714503959
464,ottawa,45.4112,-75.6981,9.31,91,100,5.66,CA,1714503790
465,la sarre,48.8002,-79.1996,4.4,89,100,5.32,CA,1714503959
466,sovetskaya,44.7769,41.1722,12.64,86,100,8.06,RU,1714503959
467,wurtulla,-26.7568,153.1256,17.95,100,15,1.34,AU,1714503960
468,osakarovka,50.565,72.5692,5.83,93,100,5.53,KZ,1714503960
469,hadibu,12.65,54.0333,28.68,78,100,4.7,YE,1714503960
470,zalingei,12.9096,23.4741,29.77,10,80,3.86,SD,1714503960
471,paradip garh,20.3167,86.6167,29.26,73,5,7.91,IN,1714503960
472,juneau,58.3019,-134.4197,11.0,82,20,3.6,US,1714503780
473,flin flon,54.7682,-101.865,12.91,28,40,5.14,CA,1714503960
474,yangambi,0.8102,24.4336,25.2,79,40,0.57,CD,1714503961
475,sorong,-0.8833,131.25,26.01,86,100,1.47,ID,1714503961
476,nuku'alofa,-21.1333,-175.2,25.19,94,20,1.54,TO,1714503961
477,esperanza,19.5847,-70.9849,31.28,63,52,4.02,DO,1714503961
478,resita,45.3008,21.8892,16.72,61,17,6.89,RO,1714503961
479,nizhnevartovsk,60.9344,76.5531,-2.99,68,0,5.81,RU,1714503961
480,mccomb,31.2438,-90.4531,27.23,50,75,2.06,US,1714503962
481,mbekenyera,-10.0,38.9833,21.57,88,0,1.93,TZ,1714503962
482,erbil,36.1926,44.0106,16.9,100,75,3.6,IQ,1714503962
483,burgos,42.3394,-3.7079,10.23,93,100,4.12,ES,1714503962
484,dunedin,-45.8742,170.5036,9.33,99,100,3.34,NZ,1714503962
485,lobujya,27.95,86.8167,-12.96,62,0,1.32,NP,1714503962
486,krasnogorskoye,52.2953,86.1979,6.72,90,100,1.04,RU,1714503963
487,udachny,66.4167,112.4,-5.86,94,100,5.78,RU,1714503963
488,bandarbeyla,9.4942,50.8122,29.11,78,100,5.94,SO,1714503963
489,san alberto,7.7611,-73.3922,32.23,64,20,2.32,CO,1714503963
490,kaoma,-14.7833,24.8,16.42,46,5,1.96,ZM,1714503963
491,ivdel',60.6911,60.4206,-0.45,91,8,0.89,RU,1714503963
492,jaru,-10.4389,-62.4664,31.24,68,11,1.28,BR,1714503964
493,zheleznogorsk,52.331,35.3711,12.21,62,65,2.28,RU,1714503964
494,yeppoon,-23.1333,150.7333,18.88,76,96,6.4,AU,1714503964
495,gupitan,7.7758,125.6406,23.25,97,81,0.74,PH,1714503964
496,tartu,58.3806,26.7251,14.06,51,20,1.54,EE,1714503964
497,belomorsk,64.5232,34.7668,-2.6,95,38,2.0,RU,1714503964
498,viedma,-40.8135,-62.9967,16.87,25,4,10.5,AR,1714503965
499,sur,22.5667,59.5289,29.61,51,17,4.05,OM,1714503965
500,miandoab,36.9694,46.1027,19.21,60,100,1.65,IR,1714503965
501,xiaoweizhai,26.1903,107.5125,13.22,90,99,2.58,CN,1714503965
502,paulo afonso,-9.4061,-38.2147,32.16,51,40,4.12,BR,1714503965
503,chissamba,-12.1667,17.3333,16.73,59,92,1.68,AO,1714503965
504,minab,27.1467,57.0801,30.23,43,4,0.34,IR,1714503966
505,deqen,29.9618,90.7188,4.69,19,38,2.58,CN,1714503966
506,wenzhou,27.9994,120.6668,17.39,91,100,0.47,CN,1714503670
507,constitucion,-35.3333,-72.4167,14.2,69,100,3.09,CL,1714503966
508,misantla,19.9333,-96.8333,35.86,37,41,3.62,MX,1714503943
509,mulayjah,27.271,48.4242,26.4,52,100,1.22,SA,1714503966
510,martaban,16.5314,97.6111,29.11,76,100,5.25,MM,1714503966
511,trincomalee,8.5711,81.2335,28.24,83,88,4.1,LK,1714503967
512,taghazout,30.5426,-9.7112,21.43,40,0,7.05,MA,1714503967
513,kotabumi,-4.8333,104.9,24.79,96,100,1.79,ID,1714503967
514,valday,57.9747,33.2525,9.46,73,100,2.24,RU,1714503967
515,khovd,48.0056,91.6419,9.66,35,100,4.85,MN,1714503967
516,carbondale,37.7273,-89.2168,26.0,64,75,2.57,US,1714503967
517,mabai,23.0128,104.4508,15.89,70,6,2.29,CN,1714503968
518,naze,28.3667,129.4833,23.51,84,100,8.6,JP,1714503968
519,prado,-17.3411,-39.2208,27.23,70,0,3.46,BR,1714503968
520,qamdo,31.1667,97.2333,3.19,60,34,0.87,CN,1714503968
521,betio village,1.358,172.9211,29.02,79,92,7.89,KI,1714503968
522,malpica,43.3228,-8.8105,12.41,68,36,6.19,ES,1714503969
523,roosevelt,33.9668,-103.4505,29.12,11,0,6.54,US,1714503969
524,saint-laurent-du-maroni,5.5039,-54.0289,31.11,61,72,3.03,GF,1714503969
525,yuci,37.6803,112.7319,8.86,37,0,3.0,CN,1714503969
526,changyon,38.2508,125.0961,10.26,46,36,1.52,KP,1714503969
527,porto novo,6.4965,2.6036,30.9,84,99,2.32,BJ,1714503969
528,kapsan-up,41.0903,128.2933,-0.34,64,0,0.2,KP,1714503970
529,rabo de peixe,37.8,-25.5833,17.77,99,20,5.66,PT,1714503970
530,kankauli,16.2667,73.7,26.02,81,23,1.09,IN,1714503970
531,playa del ingles,27.7567,-15.5787,20.86,62,17,0.89,ES,1714503970
532,san jeronimito,17.55,-101.3333,30.91,62,0,2.57,MX,1714503970
533,sars,56.5502,57.1366,6.8,94,100,2.37,RU,1714503970
534,pilona,43.35,-5.3667,10.62,97,100,0.2,ES,1714503971
535,cortez,37.3489,-108.5859,20.02,17,0,4.63,US,1714503794
536,medicine hat,50.0501,-110.6683,8.18,72,100,5.14,CA,1714503971
537,la'ie,21.6477,-157.9253,26.98,79,100,4.47,US,1714503971
538,tambura,5.6,27.4667,26.39,56,69,2.25,SS,1714503971
539,doctor arroyo,23.6667,-100.1833,29.42,21,0,4.02,MX,1714503971
540,yumaguzino,52.9041,56.3933,7.28,74,16,1.18,RU,1714503971
541,mau,25.95,83.55,30.47,10,0,3.98,IN,1714503972
542,patur,20.45,76.9333,34.11,17,0,3.42,IN,1714503972
543,sao jose da coroa grande,-8.8978,-35.1478,28.3,70,64,3.19,BR,1714503972
544,brookings,44.3114,-96.7984,17.32,80,40,7.72,US,1714503972
545,tete,-16.1564,33.5867,26.05,47,20,2.06,MZ,1714503972
546,hasaki,35.7333,140.8333,19.22,93,100,1.07,JP,1714503972
547,kondagaon,19.6,81.6667,29.75,36,0,2.28,IN,1714503973
548,caconda,-13.7333,15.0667,15.61,46,96,1.61,AO,1714503973
549,kristiansund,63.1115,7.732,16.36,31,0,2.57,NO,1714503973
550,gorontalo,0.5412,123.0595,22.65,94,100,1.41,ID,1714503973
551,vilyuysk,63.7553,121.6247,-3.33,85,100,5.36,RU,1714503973
552,soio,-6.1349,12.3689,26.95,90,100,3.18,AO,1714503973
553,hobyo,5.3505,48.5268,29.57,74,100,3.16,SO,1714503974
554,rawson,-43.3002,-65.1023,13.95,28,10,14.47,AR,1714503974
555,sarmiento,-45.5882,-69.07,3.09,95,100,13.39,AR,1714503974
556,porto barra do ivinheima,-22.9667,-53.6667,35.63,31,0,4.05,BR,1714503974
557,torghay,49.6339,63.4981,6.08,75,100,9.59,KZ,1714503974
558,chibougamau,49.9168,-74.3659,8.79,37,75,5.66,CA,1714503974
559,soure,-0.7167,-48.5233,28.51,75,92,4.07,BR,1714503974
560,tsarevo,42.1667,27.85,12.76,97,100,6.35,BG,1714503975
561,tofol,5.3248,163.0078,28.46,79,100,9.61,FM,1714503975
562,muang khong,14.1167,105.85,30.07,55,27,2.42,LA,1714503975
563,nova olimpia,-14.7972,-57.2881,33.69,50,67,2.45,BR,1714503975
564,ulimang,7.6242,134.6421,26.23,76,100,4.74,PW,1714503975
565,harper,4.375,-7.7169,27.6,85,89,4.22,LR,1714503975
566,papao,-17.75,-149.55,27.82,74,18,8.8,PF,1714503976
567,castillos,-34.1667,-53.8333,22.8,85,99,2.33,UY,1714503976
568,bayanhongor,46.7167,100.1167,0.25,42,67,2.0,MN,1714503976
569,escanaba,45.7453,-87.0646,13.98,58,100,3.09,US,1714503976
570,mugia,43.1041,-9.2179,11.62,75,94,8.14,ES,1714503976
571,cuencame de ceniceros,24.8711,-103.6964,31.03,5,100,3.17,MX,1714503976
572,mount pearl,47.5166,-52.7813,6.29,98,100,8.23,CA,1714503977
573,pospelikha,51.95,81.7667,4.05,89,100,4.23,RU,1714503977
574,santa rita,-7.1139,-34.9781,29.37,74,20,5.14,BR,1714503977
575,madingou,-4.1536,13.55,25.48,88,100,0.68,CG,1714503977
576,al kharijah,25.4514,30.5464,26.73,19,0,3.86,EG,1714503977
577,villamontes,-21.25,-63.5,33.69,52,0,2.06,BO,1714503978
578,talakan,50.3167,130.3667,6.77,57,97,1.76,RU,1714503978
579,bereznik,62.8551,42.7072,1.76,98,100,3.47,RU,1714503978
580,dellys,36.9172,3.9131,14.44,74,100,7.78,DZ,1714503978
581,puerto baquerizo moreno,-0.9,-89.6,29.55,54,20,6.17,EC,1714503978
582,belvedere marittimo,39.6179,15.8617,16.18,67,100,2.1,IT,1714503978
